Time,Category,Message,
5/18/2026 8:39:45 AM,Order,Order='2755727890/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=28939.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:45 AM,Order,Order='2755727890/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=28939.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:45 AM,Order,Order='2755727890/PA-APEX-41998-52' Name='Target1' New state='Change submitted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=28939.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:31 AM,Order,Order='2755727889/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=29120 Quantity=1 Type='Stop Market' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:31 AM,Order,Order='2755727889/PA-APEX-41998-52' Name='Stop1' New state='Change submitted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=29120 Quantity=1 Type='Stop Market' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='2755727890/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=28963.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='2755727890/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=28963.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='2755727889/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=29163.5 Quantity=1 Type='Stop Market' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='b87d1b03c31b43639a5acd7b5920a6c9/PA-APEX-41998-52' Name='Target1' New state='Submitted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=28963.5 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='02eee485251d49a6935ceb7990756155/PA-APEX-41998-52' Name='Stop1' New state='Submitted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=29163.5 Quantity=1 Type='Stop Market' Time in force=GTC Oco='99900b85168645268806d36b26b7f791' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='2755727882/PA-APEX-41998-52' Name='Entry' New state='Filled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=29063.5 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='2755727882/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Order='2755727882/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Execution,Execution='1130740,
5/18/2026 8:39:18 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29063.5 Quantity=1 Market position=Short Operation=Operation_Add,
5/18/2026 8:39:18 AM,Order,Order='d75bedc82745461692cb1fa4f878dc56/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:39:18 AM,Order,Chart Trader submitting order to an active strategy '1-400-400 - 1/350032620',
5/18/2026 8:39:18 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 8:38:53 AM,Order,Order='2755726059/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29082 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:38:53 AM,Order,Order='2755726059/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29082 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:38:53 AM,Order,Order='1abdad3fd56b46cc8a185237e44de75f/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29082 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:38:53 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 8:14:56 AM,Order,Order='2755577612/PA-APEX-41998-52' Name='Close' New state='Filled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=2 Fill price=29263 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Execution,Execution='1112980,
5/18/2026 8:14:56 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29252.125 Quantity=2 Market position=Flat Operation=Remove,
5/18/2026 8:14:56 AM,Order,Order='2755577612/PA-APEX-41998-52' Name='Close' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755577612/PA-APEX-41998-52' Name='Close' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='e10b86410dc246a893eadc420037ae83/PA-APEX-41998-52' Name='Close' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=2 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755559951/PA-APEX-41998-52' Name='Target1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755555715/PA-APEX-41998-52' Name='Stop1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755559950/PA-APEX-41998-52' Name='Stop1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755555718/PA-APEX-41998-52' Name='Target1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755555715/PA-APEX-41998-52' Name='Stop1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755559950/PA-APEX-41998-52' Name='Stop1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755559951/PA-APEX-41998-52' Name='Target1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Order,Order='2755555718/PA-APEX-41998-52' Name='Target1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:14:56 AM,Default,Chart Trader close position,
5/18/2026 8:12:05 AM,Order,Order='2755559951/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:05 AM,Order,Order='2755559951/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:05 AM,Order,Order='2755559950/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:05 AM,Order,Order='279254832d8549fca5c9c1896dc48828/PA-APEX-41998-52' Name='Target1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:05 AM,Order,Order='3b705f71ef144db69af0443eed0df4b4/PA-APEX-41998-52' Name='Stop1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='7d7b52f396934aceb150a89d871f32b9' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:05 AM,Execution,Execution='1113418,
5/18/2026 8:12:05 AM,Order,Order='2755559524/PA-APEX-41998-52' Name='Entry' New state='Filled' Instrument='MNQ 06-26' Action='Buy' Limit price=29236.5 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=1 Fill price=29236.5 Error='No error' Native error='',
5/18/2026 8:12:05 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29252.125 Quantity=2 Market position=Long Operation=Update,
5/18/2026 8:12:04 AM,Order,Order='2755559524/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=29236.5 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:04 AM,Order,Order='2755559524/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=29236.5 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:04 AM,Order,Order='2755559524/PA-APEX-41998-52' Name='Entry' New state='Change submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=29236.5 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:00 AM,Order,Order='2755559524/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=29213.75 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:00 AM,Order,Order='2755559524/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=29213.75 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:12:00 AM,Order,Order='ae2273b2d4c14db29920e4bc4cc47514/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=29213.75 Stop price=0 Quantity=1 Type='Limit' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:59 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 8:11:59 AM,Order,Chart Trader submitting order to an active strategy '1-400-400 - 1/350032617',
5/18/2026 8:11:26 AM,Order,Order='2755555718/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='2755555718/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='2755555715/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='53bd6864bcca48c0891d31348eb8fcc9/PA-APEX-41998-52' Name='Target1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29367.75 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='3e4c4a246b7a4289826a97359e5e28cf/PA-APEX-41998-52' Name='Stop1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29167.75 Quantity=1 Type='Stop Market' Time in force=GTC Oco='00235ca77f704e66ad34da4cad181eb7' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='2755555706/PA-APEX-41998-52' Name='Entry' New state='Filled' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=29267.75 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29267.75 Quantity=1 Market position=Long Operation=Operation_Add,
5/18/2026 8:11:26 AM,Execution,Execution='1112946,
5/18/2026 8:11:26 AM,Order,Order='2755555706/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='2755555706/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Order='66c501deb5d344d4a5e4a424e983aa4e/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 8:11:26 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 8:10:00 AM,Connection,Market data failed for 'MNQ 06-26': 'get_order_book error : 13',
5/18/2026 8:10:00 AM,Connection,Market data failed for 'NQ 06-26': 'get_order_book error : 13',
5/18/2026 8:10:00 AM,Connection,My Rithmic for NinjaTrader Brokerage: Primary connection=Connected Price feed=Connected,
5/18/2026 8:09:54 AM,Connection,My Rithmic for NinjaTrader Brokerage: Primary connection=Connected Price feed=Connection lost,
5/18/2026 7:37:15 AM,Order,Order='2755247092/PA-APEX-41998-52' Name='Close' New state='Filled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=29268.75 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Execution,Execution='1076837,
5/18/2026 7:37:15 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29255 Quantity=1 Market position=Flat Operation=Remove,
5/18/2026 7:37:15 AM,Order,Order='2755247092/PA-APEX-41998-52' Name='Close' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Order,Order='2755247092/PA-APEX-41998-52' Name='Close' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Order,Order='6c8851c6c1024a909163fb948813aef7/PA-APEX-41998-52' Name='Close' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Order,Order='2755244355/PA-APEX-41998-52' Name='Stop1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29155 Quantity=1 Type='Stop Market' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Order,Order='2755244360/PA-APEX-41998-52' Name='Target1' New state='Cancelled' Instrument='MNQ 06-26' Action='Sell' Limit price=29355 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Order,Order='2755244360/PA-APEX-41998-52' Name='Target1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29355 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Order,Order='2755244355/PA-APEX-41998-52' Name='Stop1' New state='Cancel submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29155 Quantity=1 Type='Stop Market' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:37:15 AM,Default,Chart Trader close position,
5/18/2026 7:36:55 AM,Order,Order='2755244360/PA-APEX-41998-52' Name='Target1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=29355 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='2755244360/PA-APEX-41998-52' Name='Target1' New state='Working' Instrument='MNQ 06-26' Action='Sell' Limit price=29355 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='2755244355/PA-APEX-41998-52' Name='Stop1' New state='Accepted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29155 Quantity=1 Type='Stop Market' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='2c5bf67947ea44fa939eaedd37052d21/PA-APEX-41998-52' Name='Target1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=29355 Stop price=0 Quantity=1 Type='Limit' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='06f861f5253b49629159921558476b11/PA-APEX-41998-52' Name='Stop1' New state='Submitted' Instrument='MNQ 06-26' Action='Sell' Limit price=0 Stop price=29155 Quantity=1 Type='Stop Market' Time in force=GTC Oco='3209e4655eb04f09892097eb9d4ffa09' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='2755244328/PA-APEX-41998-52' Name='Entry' New state='Filled' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=1 Fill price=29255 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29255 Quantity=1 Market position=Long Operation=Operation_Add,
5/18/2026 7:36:55 AM,Execution,Execution='1076230,
5/18/2026 7:36:55 AM,Order,Order='2755244328/PA-APEX-41998-52' Name='Entry' New state='Accepted' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='2755244328/PA-APEX-41998-52' Name='Entry' New state='Working' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Order='bf88e8635e984e51874739f083047b2d/PA-APEX-41998-52' Name='Entry' New state='Submitted' Instrument='MNQ 06-26' Action='Buy' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=DAY Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:36:55 AM,Order,Chart Trader submitting order with strategy '1-400-400 - 1' (Ticks),
5/18/2026 7:31:14 AM,NinjaScript,Replikanto: Cleaning up Replikanto tab '02E82F80'...,
5/18/2026 7:31:12 AM,NinjaScript,Replikanto: Follower account 'PA-APEX-41998-52!Apex!Apex' from tab '02E82F80' workspace 'Main' Status = Off Ratio = 1 PreAllocation = 0 PctField = 0 Cross Order = True Use ATM = True Market Only = False,
5/18/2026 7:30:46 AM,Default,Disabling NinjaScript strategy 'MimicV2/350032602',
5/18/2026 7:30:02 AM,Position,Instrument='NQ 06-26' Account='SimAccount5' Average price=0 Quantity=0 Market position=Flat Operation=Remove,
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: OnExecutionUpdate "76e5c2feb8204618914ad3a618791bb0" "72297" "647207982c8d421fb8d017d86b498ac3" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: OnOrderUpdate 647207982c8d421fb8d017d86b498ac3 "Filled" "99105" "991050256133572" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:02 AM,Order,Order='647207982c8d421fb8d017d86b498ac3/SimAccount5' Name='Buy to cover' New state='Filled' Instrument='NQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=29326.75 Error='No error' Native error='',
5/18/2026 7:30:02 AM,Execution,Execution='76e5c2feb8204618914ad3a618791bb0' Instrument='NQ 06-26' Account='SimAccount5' Exchange=Default Price=29326.75 Quantity=1 Market position=Long Operation=Operation_Add Order='647207982c8d421fb8d017d86b498ac3' Time='5/18/2026 7:30 AM',
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Filled leader Order 647207982c8d421fb8d017d86b498ac3 from tab "02E82F80" [Limit Price: 0 Stop Price: 0 Quantity: 1],
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: OnOrderUpdate 647207982c8d421fb8d017d86b498ac3 "Accepted" "99105" "991050256033610" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:02 AM,Order,Order='647207982c8d421fb8d017d86b498ac3/SimAccount5' Name='Buy to cover' New state='Accepted' Instrument='NQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: Accepted Order ID: 99105 = 647207982c8d421fb8d017d86b498ac3,
5/18/2026 7:30:02 AM,NinjaScript,Replikanto: OnOrderUpdate 647207982c8d421fb8d017d86b498ac3 "Working" "99105" "9910502561335710" from workspace "Main" and tab "02E82F80",
5/18/2026 7:30:02 AM,Order,Order='647207982c8d421fb8d017d86b498ac3/SimAccount5' Name='Buy to cover' New state='Working' Instrument='NQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:02 AM,Order,Order='2755184804/PA-APEX-41998-52' Name='Buy to cover-99105-02E82F80' New state='Filled' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=1 Fill price=29330.25 Error='No error' Native error='',
5/18/2026 7:30:02 AM,Position,Instrument='MNQ 06-26' Account='PA-APEX-41998-52' Average price=29328 Quantity=1 Market position=Flat Operation=Remove,
5/18/2026 7:30:02 AM,Execution,Execution='1069191,
5/18/2026 7:30:02 AM,Order,Order='2755184804/PA-APEX-41998-52' Name='Buy to cover-99105-02E82F80' New state='Accepted' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
5/18/2026 7:30:02 AM,Order,Order='2755184804/PA-APEX-41998-52' Name='Buy to cover-99105-02E82F80' New state='Working' Instrument='MNQ 06-26' Action='Buy to cover' Limit price=0 Stop price=0 Quantity=1 Type='Market' Time in force=GTC Oco='' Filled=0 Fill price=0 Error='No error' Native error='',
